[ INFO : 2019-12-23 16:38:16,644 ] - Storing data at: exp/ae_212_fbank
[ INFO : 2019-12-23 16:38:16,645 ] - <== Passed Arguments ==>
[ INFO : 2019-12-23 16:38:16,646 ] - {'context': 2,
[ INFO : 2019-12-23 16:38:16,646 ] -  'dataloader_args': {'batch_size': 2048, 'num_workers': 8},
[ INFO : 2019-12-23 16:38:16,646 ] -  'decoder': 'FcDecoder',
[ INFO : 2019-12-23 16:38:16,646 ] -  'decoder_args': {'hid_dims': [128, 256], 'latent_dim': 64},
[ INFO : 2019-12-23 16:38:16,646 ] -  'dev_feat_stream': 'apply-cmvn '
[ INFO : 2019-12-23 16:38:16,646 ] -                     '--utt2spk=ark:/mnt/lustre/sjtu/home/zkz01/timit/data_fbank/dev/utt2spk '
[ INFO : 2019-12-23 16:38:16,646 ] -                     'scp:/mnt/lustre/sjtu/home/zkz01/timit/data_fbank/dev/cmvn.scp '
[ INFO : 2019-12-23 16:38:16,646 ] -                     'scp:/mnt/lustre/sjtu/home/zkz01/timit/data_fbank/dev/feats.scp '
[ INFO : 2019-12-23 16:38:16,647 ] -                     'ark:- |apply-cmvn-sliding --min-cmn-window=15 '
[ INFO : 2019-12-23 16:38:16,647 ] -                     '--cmn-window=1000 ark:- ark:- | splice-feats '
[ INFO : 2019-12-23 16:38:16,647 ] -                     '--left-context={} --right-context={} ark:- ark:-|',
[ INFO : 2019-12-23 16:38:16,647 ] -  'dev_label_stream': 'copy-int-vector '
[ INFO : 2019-12-23 16:38:16,647 ] -                      'ark:/mnt/lustre/sjtu/home/xnx98/zkz01/timit/data_for_brainlike/ali_dev.txt '
[ INFO : 2019-12-23 16:38:16,647 ] -                      'ark:- |',
[ INFO : 2019-12-23 16:38:16,647 ] -  'early_stop': 10,
[ INFO : 2019-12-23 16:38:16,647 ] -  'encoder': 'FcEncoder',
[ INFO : 2019-12-23 16:38:16,647 ] -  'encoder_args': {'hid_dims': [256, 128], 'latent_dim': 64},
[ INFO : 2019-12-23 16:38:16,647 ] -  'epochs': 200,
[ INFO : 2019-12-23 16:38:16,647 ] -  'improvecriterion': 'loss',
[ INFO : 2019-12-23 16:38:16,647 ] -  'model': 'AutoEncoder',
[ INFO : 2019-12-23 16:38:16,647 ] -  'num_freq': 80,
[ INFO : 2019-12-23 16:38:16,647 ] -  'optimizer': 'Adam',
[ INFO : 2019-12-23 16:38:16,647 ] -  'optimizer_args': {'lr': 0.001, 'weight_decay': 1e-06},
[ INFO : 2019-12-23 16:38:16,647 ] -  'scaler_path': 'scaler_fbank.pth',
[ INFO : 2019-12-23 16:38:16,647 ] -  'scheduler': 'ReduceLROnPlateau',
[ INFO : 2019-12-23 16:38:16,647 ] -  'scheduler_args': {'cooldown': 1,
[ INFO : 2019-12-23 16:38:16,647 ] -                     'factor': 0.1,
[ INFO : 2019-12-23 16:38:16,647 ] -                     'mode': 'min',
[ INFO : 2019-12-23 16:38:16,647 ] -                     'patience': 10,
[ INFO : 2019-12-23 16:38:16,647 ] -                     'threshold': 0.001,
[ INFO : 2019-12-23 16:38:16,647 ] -                     'verbose': False},
[ INFO : 2019-12-23 16:38:16,647 ] -  'test_feat_stream': 'apply-cmvn '
[ INFO : 2019-12-23 16:38:16,648 ] -                      '--utt2spk=ark:/mnt/lustre/sjtu/home/zkz01/timit/data_fbank/test/utt2spk '
[ INFO : 2019-12-23 16:38:16,648 ] -                      'scp:/mnt/lustre/sjtu/home/zkz01/timit/data_fbank/test/cmvn.scp '
[ INFO : 2019-12-23 16:38:16,648 ] -                      'scp:/mnt/lustre/sjtu/home/zkz01/timit/data_fbank/test/feats.scp '
[ INFO : 2019-12-23 16:38:16,648 ] -                      'ark:- |apply-cmvn-sliding --min-cmn-window=15 '
[ INFO : 2019-12-23 16:38:16,648 ] -                      '--cmn-window=1000 ark:- ark:- | splice-feats '
[ INFO : 2019-12-23 16:38:16,648 ] -                      '--left-context={} --right-context={} ark:- ark:-|',
[ INFO : 2019-12-23 16:38:16,648 ] -  'test_label_stream': 'copy-int-vector '
[ INFO : 2019-12-23 16:38:16,648 ] -                       'ark:/mnt/lustre/sjtu/home/xnx98/zkz01/timit/data_for_brainlike/ali_test.txt '
[ INFO : 2019-12-23 16:38:16,648 ] -                       'ark:- |',
[ INFO : 2019-12-23 16:38:16,648 ] -  'train_feat_stream': 'apply-cmvn '
[ INFO : 2019-12-23 16:38:16,648 ] -                       '--utt2spk=ark:/mnt/lustre/sjtu/home/zkz01/timit/data_fbank/train/utt2spk '
[ INFO : 2019-12-23 16:38:16,648 ] -                       'scp:/mnt/lustre/sjtu/home/zkz01/timit/data_fbank/train/cmvn.scp '
[ INFO : 2019-12-23 16:38:16,648 ] -                       'scp:/mnt/lustre/sjtu/home/zkz01/timit/data_fbank/train/feats.scp '
[ INFO : 2019-12-23 16:38:16,648 ] -                       'ark:- |apply-cmvn-sliding --min-cmn-window=15 '
[ INFO : 2019-12-23 16:38:16,648 ] -                       '--cmn-window=1000 ark:- ark:- | splice-feats '
[ INFO : 2019-12-23 16:38:16,648 ] -                       '--left-context={} --right-context={} ark:- ark:-|',
[ INFO : 2019-12-23 16:38:16,648 ] -  'train_label_stream': 'copy-int-vector '
[ INFO : 2019-12-23 16:38:16,648 ] -                        'ark:/mnt/lustre/sjtu/home/xnx98/zkz01/timit/data_for_brainlike/ali_train.txt '
[ INFO : 2019-12-23 16:38:16,648 ] -                        'ark:- |'}
[ INFO : 2019-12-23 16:39:00,780 ] - <== Model ==>
[ INFO : 2019-12-23 16:39:00,780 ] - AutoEncoder(
[ INFO : 2019-12-23 16:39:00,780 ] -   (encoder): FcEncoder(
[ INFO : 2019-12-23 16:39:00,780 ] -     (model): Sequential(
[ INFO : 2019-12-23 16:39:00,780 ] -       (0): Linear(in_features=400, out_features=256, bias=True)
[ INFO : 2019-12-23 16:39:00,780 ] -       (1): ReLU()
[ INFO : 2019-12-23 16:39:00,780 ] -       (2): Linear(in_features=256, out_features=128, bias=True)
[ INFO : 2019-12-23 16:39:00,780 ] -       (3): ReLU()
[ INFO : 2019-12-23 16:39:00,780 ] -       (4): Linear(in_features=128, out_features=64, bias=True)
[ INFO : 2019-12-23 16:39:00,780 ] -     )
[ INFO : 2019-12-23 16:39:00,780 ] -   )
[ INFO : 2019-12-23 16:39:00,780 ] -   (decoder): FcDecoder(
[ INFO : 2019-12-23 16:39:00,780 ] -     (model): Sequential(
[ INFO : 2019-12-23 16:39:00,780 ] -       (0): Linear(in_features=64, out_features=128, bias=True)
[ INFO : 2019-12-23 16:39:00,781 ] -       (1): ReLU()
[ INFO : 2019-12-23 16:39:00,781 ] -       (2): Linear(in_features=128, out_features=256, bias=True)
[ INFO : 2019-12-23 16:39:00,781 ] -       (3): ReLU()
[ INFO : 2019-12-23 16:39:00,781 ] -       (4): Linear(in_features=256, out_features=400, bias=True)
[ INFO : 2019-12-23 16:39:00,781 ] -     )
[ INFO : 2019-12-23 16:39:00,781 ] -   )
[ INFO : 2019-12-23 16:39:00,781 ] -   (criterion): MSELoss()
[ INFO : 2019-12-23 16:39:00,781 ] - )
[ INFO : 2019-12-23 16:39:37,469 ] - <== Training Started ==>
[ INFO : 2019-12-23 16:39:37,469 ] - +-----------+-----------+-----------+
[ INFO : 2019-12-23 16:39:37,469 ] - |   Epoch   |  Loss(T)  | Loss(CV)  |
[ INFO : 2019-12-23 16:39:37,469 ] - +-----------+-----------+-----------+
[ INFO : 2019-12-23 16:40:18,668 ] - |          1|    0.16223|   0.091909|
[ INFO : 2019-12-23 16:40:54,689 ] - |          2|   0.077629|    0.07089|
[ INFO : 2019-12-23 16:41:30,878 ] - |          3|    0.06378|   0.061572|
[ INFO : 2019-12-23 16:42:07,207 ] - |          4|   0.057828|   0.055326|
[ INFO : 2019-12-23 16:42:43,468 ] - |          5|    0.05391|   0.052622|
[ INFO : 2019-12-23 16:43:19,817 ] - |          6|   0.050679|    0.04993|
[ INFO : 2019-12-23 16:43:56,139 ] - |          7|   0.048635|   0.047119|
[ INFO : 2019-12-23 16:44:32,114 ] - |          8|   0.046387|   0.045105|
[ INFO : 2019-12-23 16:45:08,787 ] - |          9|   0.044301|   0.043671|
[ INFO : 2019-12-23 16:45:44,899 ] - |         10|   0.043562|   0.043218|
[ INFO : 2019-12-23 16:46:20,917 ] - |         11|   0.042638|   0.042081|
[ INFO : 2019-12-23 16:46:57,129 ] - |         12|   0.041458|   0.040527|
[ INFO : 2019-12-23 16:47:33,430 ] - |         13|   0.040671|   0.039865|
[ INFO : 2019-12-23 16:48:09,917 ] - |         14|   0.039865|   0.039709|
[ INFO : 2019-12-23 16:48:45,693 ] - |         15|   0.039622|   0.039093|
[ INFO : 2019-12-23 16:49:22,070 ] - |         16|   0.039075|   0.044076|
[ INFO : 2019-12-23 16:49:58,476 ] - |         17|   0.038341|   0.037943|
[ INFO : 2019-12-23 16:50:34,926 ] - |         18|   0.037981|   0.044133|
[ INFO : 2019-12-23 16:51:11,778 ] - |         19|   0.037318|   0.040633|
[ INFO : 2019-12-23 16:51:48,577 ] - |         20|   0.037214|   0.036895|
[ INFO : 2019-12-23 16:52:25,302 ] - |         21|    0.03712|   0.036705|
[ INFO : 2019-12-23 16:53:02,136 ] - |         22|   0.036735|   0.038855|
[ INFO : 2019-12-23 16:53:38,611 ] - |         23|   0.036267|   0.036188|
[ INFO : 2019-12-23 16:54:15,430 ] - |         24|   0.036062|   0.035897|
[ INFO : 2019-12-23 16:54:52,117 ] - |         25|   0.036276|   0.035894|
[ INFO : 2019-12-23 16:55:28,852 ] - |         26|   0.036176|    0.03573|
[ INFO : 2019-12-23 16:56:05,741 ] - |         27|   0.035452|   0.035813|
[ INFO : 2019-12-23 16:56:42,286 ] - |         28|   0.035503|   0.035462|
[ INFO : 2019-12-23 16:57:19,132 ] - |         29|   0.035568|    0.03535|
[ INFO : 2019-12-23 16:57:55,522 ] - |         30|    0.03555|    0.03863|
[ INFO : 2019-12-23 16:58:32,022 ] - |         31|   0.035543|   0.035975|
[ INFO : 2019-12-23 16:59:08,378 ] - |         32|   0.035291|   0.035589|
[ INFO : 2019-12-23 16:59:44,734 ] - |         33|   0.035413|    0.03523|
[ INFO : 2019-12-23 17:00:21,335 ] - |         34|   0.035329|   0.035376|
[ INFO : 2019-12-23 17:00:57,773 ] - |         35|   0.035346|    0.03521|
[ INFO : 2019-12-23 17:01:34,177 ] - |         36|   0.035334|   0.035234|
[ INFO : 2019-12-23 17:02:10,470 ] - |         37|   0.035177|   0.035121|
[ INFO : 2019-12-23 17:02:46,736 ] - |         38|   0.035251|    0.03516|
[ INFO : 2019-12-23 17:03:23,214 ] - |         39|   0.035146|   0.034945|
[ INFO : 2019-12-23 17:03:59,724 ] - |         40|    0.03521|   0.040785|
[ INFO : 2019-12-23 17:04:36,082 ] - |         41|   0.035144|   0.035467|
[ INFO : 2019-12-23 17:05:12,246 ] - |         42|   0.034958|   0.034814|
[ INFO : 2019-12-23 17:05:48,576 ] - |         43|   0.035034|    0.03505|
[ INFO : 2019-12-23 17:06:24,924 ] - |         44|   0.035018|   0.040456|
[ INFO : 2019-12-23 17:07:01,342 ] - |         45|     0.0348|   0.034635|
[ INFO : 2019-12-23 17:07:37,517 ] - |         46|   0.034796|   0.034539|
[ INFO : 2019-12-23 17:08:14,087 ] - |         47|    0.03475|   0.036863|
[ INFO : 2019-12-23 17:08:50,643 ] - |         48|   0.034648|   0.034543|
[ INFO : 2019-12-23 17:09:26,782 ] - |         49|   0.034577|   0.034633|
[ INFO : 2019-12-23 17:10:03,702 ] - |         50|   0.034564|   0.034594|
[ INFO : 2019-12-23 17:10:39,819 ] - |         51|   0.034517|   0.034505|
[ INFO : 2019-12-23 17:11:16,015 ] - |         52|   0.034518|   0.034595|
[ INFO : 2019-12-23 17:11:52,301 ] - |         53|   0.034472|   0.034456|
[ INFO : 2019-12-23 17:12:28,683 ] - |         54|   0.034478|   0.034486|
[ INFO : 2019-12-23 17:13:05,172 ] - |         55|   0.034451|    0.03451|
[ INFO : 2019-12-23 17:13:41,351 ] - |         56|   0.034376|   0.034338|
[ INFO : 2019-12-23 17:14:17,412 ] - |         57|   0.034468|    0.03556|
[ INFO : 2019-12-23 17:14:53,758 ] - |         58|   0.034356|   0.034435|
[ INFO : 2019-12-23 17:15:30,392 ] - |         59|   0.034391|   0.034995|
[ INFO : 2019-12-23 17:16:06,567 ] - |         60|   0.034312|   0.035096|
[ INFO : 2019-12-23 17:16:43,592 ] - |         61|   0.034252|   0.034442|
[ INFO : 2019-12-23 17:17:19,920 ] - |         62|   0.034302|   0.034304|
[ INFO : 2019-12-23 17:17:56,336 ] - |         63|   0.034231|   0.035978|
[ INFO : 2019-12-23 17:18:32,809 ] - |         64|   0.034195|   0.034277|
[ INFO : 2019-12-23 17:19:09,076 ] - |         65|   0.034145|   0.035226|
[ INFO : 2019-12-23 17:19:45,448 ] - |         66|   0.034134|   0.034267|
[ INFO : 2019-12-23 17:20:22,096 ] - |         67|   0.034138|   0.034149|
[ INFO : 2019-12-23 17:20:58,962 ] - |         68|   0.034113|   0.040751|
[ INFO : 2019-12-23 17:21:35,447 ] - |         69|   0.034155|   0.034566|
[ INFO : 2019-12-23 17:22:11,425 ] - |         70|    0.03413|   0.034103|
[ INFO : 2019-12-23 17:22:47,787 ] - |         71|   0.034072|    0.03476|
[ INFO : 2019-12-23 17:23:24,404 ] - |         72|   0.034096|   0.035495|
[ INFO : 2019-12-23 17:24:00,806 ] - |         73|   0.034029|   0.034002|
[ INFO : 2019-12-23 17:24:36,955 ] - |         74|   0.034063|   0.034577|
[ INFO : 2019-12-23 17:25:13,464 ] - |         75|   0.033932|   0.034064|
[ INFO : 2019-12-23 17:25:49,705 ] - |         76|   0.033969|   0.034439|
[ INFO : 2019-12-23 17:26:25,944 ] - |         77|   0.033926|   0.034806|
[ INFO : 2019-12-23 17:27:02,671 ] - |         78|   0.033969|   0.034335|
[ INFO : 2019-12-23 17:27:39,365 ] - |         79|   0.033879|   0.038656|
[ INFO : 2019-12-23 17:28:15,371 ] - |         80|   0.033878|   0.034505|
[ INFO : 2019-12-23 17:28:51,603 ] - |         81|   0.033953|    0.03526|
[ INFO : 2019-12-23 17:29:28,484 ] - |         82|   0.033796|   0.034161|
[ INFO : 2019-12-23 17:30:04,712 ] - |         83|   0.033985|   0.034362|
[ INFO : 2019-12-23 17:30:04,713 ] - +-----------+-----------+-----------+
[ INFO : 2019-12-23 17:30:07,210 ] - Loss on Eval: 0.03
